»ùÒò,±àºÅ,z
GUCA2A,5403,-1.918791
SCPEP1,11667,-1.918846
SYK,13019,-1.920063
GPR25,5246,-1.920629
AASDH,21,-1.920972
TACC1,13082,-1.92164
OPRM1,9175,-1.922285
GNAQ,5104,-1.922359
MAB21L3,7537,-1.922591
SYF2,13018,-1.9228
TCTEX1D2,13274,-1.923171
EXOSC3,4147,-1.92405
FASTKD1,4432,-1.924718
SDF4,11694,-1.924867
LINC01672,7034,-1.925024
EIF4EBP1,3863,-1.925402
SLC2A13,12156,-1.925635
DTNA,3638,-1.927275
SLC20A2,12067,-1.92733
ANXA2P1,628,-1.927359
UFC1,14381,-1.927651
PLIN4,9965,-1.927912
CHFR,2406,-1.928024
CRTAC1,2902,-1.929519
SYT14,13055,-1.930561
SOX2,12565,-1.931128
EHBP1L1,3810,-1.93117
TM6SF2,13496,-1.931613
MT1X,8276,-1.931623
RAD51C,10780,-1.931761
MATN2,7711,-1.931813
PPP1R18,10227,-1.932722
CLPB,2578,-1.932913
MICAL1,7949,-1.933109
SYTL2,13066,-1.933336
PNMA8A,10042,-1.9335
SNX31,12517,-1.933675
FAM120C,4227,-1.933774
CXCL14,3054,-1.933982
SOWAHA,12553,-1.934113
MOGS,8075,-1.934789
AP4M1,659,-1.935624
RAB40AL,10735,-1.935881
NIPAL1,8770,-1.936272
ZNF335,15226,-1.936677
SLC39A8,12224,-1.936929
SSPN,12781,-1.937438
KCNE4,6356,-1.938006
LOC100132057,7123,-1.938262
ADAMTS7,224,-1.938402
CDC42EP3,2153,-1.938628
METTL5,7881,-1.939131
LOC643802,7290,-1.939266
ARHGAP4,770,-1.939723
FAM49A,4360,-1.940195
BRD8,1359,-1.940323
TPBG,13877,-1.940409
MFF,7894,-1.941104
STX19,12927,-1.941459
VN1R1,14601,-1.941459
LNPEP,7100,-1.943436
TMF1,13741,-1.944382
CRIPAK,2885,-1.945287
SLURP1,12332,-1.945362
KCNC3,6351,-1.945707
CCM2,2019,-1.945787
GGT1,4986,-1.946276
PEG3,9638,-1.9468
HNRNPL,5758,-1.946841
GRB7,5293,-1.947242
ZNF620,15415,-1.948006
RGR,11055,-1.94829
CTRL,3006,-1.948517
BMP8B,1312,-1.948537
DEFB135,3298,-1.949142
CITED2,2498,-1.949773
SBDS,11597,-1.950219
C6orf62,1647,-1.950227
RAB11FIP4,10695,-1.950354
CCNG1,2034,-1.950624
JPT2,6293,-1.950692
CAVIN3,1866,-1.952213
CRMP1,2894,-1.952803
TMSB15A,13754,-1.953096
STARD3,12843,-1.953129
LPGAT1,7347,-1.953458
EEA1,3755,-1.953865
WNT4,14789,-1.954283
EFHC2,3782,-1.954505
KIF9,6544,-1.954866
CENPC,2274,-1.954945
LOC728739,7310,-1.955731
PDE3A,9563,-1.956161
LMBRD2,7084,-1.956408
LMO3,7093,-1.956793
TNFSF13B,13792,-1.957103
ZZZ3,15633,-1.957344
EVI2A,4119,-1.957381
CRB3,2859,-1.957468
VRK3,14641,-1.958389
GABRB3,4833,-1.958914
TIPIN,13452,-1.959109
ZNF324,15218,-1.959901
SERTM1,11831,-1.959921
METTL8,7884,-1.960247
ATP5F1A,1023,-1.960469
PLEKHA8,9937,-1.961221
LOC727896,7303,-1.961338
LONP1,7329,-1.961687
BACE2,1153,-1.961715
CLK2,2565,-1.962294
LGMN,6875,-1.963099
UBE2QL1,14324,-1.963422
ABCA1,27,-1.964525
GTF2IRD2,5387,-1.964583
ACTL8,172,-1.964589
FAM208A,4313,-1.966082
PREX2,10326,-1.966259
COQ9,2779,-1.966972
ZNF37A,15245,-1.967198
KAT6B,6319,-1.968089
HIST1H3C,5648,-1.968783
ADRA2C,298,-1.96953
MCHR1,7752,-1.970052
FAM171A1,4273,-1.970698
TATDN1,13159,-1.971624
CCDC85A,1988,-1.972987
USP20,14480,-1.973238
ITIH5,6234,-1.974819
SPRYD4,12690,-1.975057
SUZ12,12995,-1.975277
ATP8B5P,1071,-1.975319
TMEM94,13735,-1.975836
ZNF440,15285,-1.976068
AMDHD2,491,-1.976951
LRRC2,7389,-1.977357
PEG10,9637,-1.977515
PRSS8,10463,-1.978031
PTPRE,10600,-1.978298
ZNF44,15284,-1.978413
ZDHHC14,14989,-1.97907
SLC32A1,12172,-1.97965
FAM110C,4214,-1.979784
MEIKIN,7843,-1.979861
RANGAP1,10818,-1.979874
SHROOM1,11961,-1.980012
NRROS,8980,-1.980497
HS6ST3,5818,-1.980605
MFSD12,7903,-1.98065
TAGLN,13114,-1.98092
PDK2,9599,-1.981006
GNB1,5107,-1.981293
IFT43,5974,-1.98145
PDCD6IP,9551,-1.982084
CUTA,3038,-1.982108
PPP1R3B,10237,-1.982449
CCDC43,1964,-1.982629
GPAM,5174,-1.983137
CRCP,2861,-1.984107
SETD1B,11839,-1.985122
GABPA,4821,-1.985702
RHOBTB3,11096,-1.985797
ANKRD18CP,559,-1.987109
NDST1,8597,-1.987225
MAP1B,7610,-1.987751
NSL1,8995,-1.987898
HACD1,5445,-1.98799
ZNF543,15349,-1.988036
NBPF11,8540,-1.988361
RPL13A,11300,-1.989372
NSMCE2,8998,-1.989562
IWS1,6254,-1.989702
DCAF13,3183,-1.990406
C2CD5,1586,-1.990882
SRP54,12736,-1.991774
C12orf57,1458,-1.992496
C16orf72,1481,-1.992937
NEK9,8680,-1.99301
CCNE2,2032,-1.993864
FBXO22,4475,-1.994297
TRDMT1,13959,-1.994977
DYNC2LI1,3691,-1.995361
DNAJC24,3505,-1.995813
MTHFD1,8300,-1.996117
PTPRM,10606,-1.996289
GH2,4996,-1.996892
DKFZp779M0652,3420,-1.997418
CCDC136,1919,-1.998031
DENND4A,3309,-1.998964
PTPRB,10595,-1.998968
CNTFR,2661,-1.999048
NEK3,8675,-1.999915
RAB3IP,10733,-2.001349
KRTAP10-3,6690,-2.001529
HNRNPUL2,5764,-2.002228
CD7,2118,-2.003083
CFAP97D1,2356,-2.003295
ABCF2,55,-2.003952
VSNL1,14647,-2.004016
MLLT3,8030,-2.004055
PMS2P4,10026,-2.004496
ZNF230,15164,-2.004609
TMEM131,13557,-2.004714
TEF,13297,-2.005773
HLF,5705,-2.006372
C16orf92,1487,-2.007514
COA7,2682,-2.008045
GMDS,5082,-2.008234
TPR,13899,-2.008375
ZNF518A,15332,-2.00853
DCAF13P3,3184,-2.008876
SCGB2B2,11641,-2.008932
ACY3,194,-2.009173
PDCD1,9543,-2.009651
TMEM39A,13688,-2.009936
HAPLN1,5461,-2.010214
STUB1,12918,-2.01024
PSMD10,10504,-2.011019
RPL30,11330,-2.01149
LIG1,6896,-2.011577
BAIAP2L2,1167,-2.012481
DDX1,3248,-2.012735
LOC100129138,7113,-2.013727
LIPC,7065,-2.015398
SLC25A21-AS1,12100,-2.015465
LOC100128239,7108,-2.016087
ACOT4,134,-2.017356
TREM2,13960,-2.017513
CADM1,1741,-2.017705
THAP6,13377,-2.017756
TWISTNB,14237,-2.017863
POLI,10085,-2.018127
ZBTB20,14918,-2.018397
LCP1,6830,-2.019912
PICSAR,9783,-2.020277
MCM4,7759,-2.02174
OSTN,9271,-2.021842
SPACA6,12590,-2.022227
ELMOD2,3899,-2.022751
KIF22,6528,-2.022932
CABYR,1711,-2.023237
BORCS5,1338,-2.023282
LOC107984035,7223,-2.024388
CDK18,2202,-2.024462
RAP1A,10820,-2.025021
ZC3H18,14957,-2.0255
LAMA5,6761,-2.026522
KIAA0753,6480,-2.026761
CNTRL,2675,-2.02694
MRPL34,8177,-2.027007
SLC17A8,12052,-2.027015
C3orf35,1612,-2.027394
GPR137C,5220,-2.027442
ASAH1,890,-2.028445
PPP4R2,10271,-2.028622
MST1R,8264,-2.028852
KCNK6,6392,-2.029141
GSTM2,5359,-2.029163
HIST1H2APS1,5631,-2.029771
ARSG,881,-2.030179
HNRNPA1L2,5742,-2.030196
ANKRD33,577,-2.032123
GALNT7,4870,-2.032497
WDR70,14738,-2.032892
RMC1,11152,-2.033629
RPP40,11364,-2.033691
ZBTB1,14909,-2.033864
DSP,3632,-2.034488
RPS14,11374,-2.034837
SLC25A42,12120,-2.035275
OTUD4,9279,-2.035375
ZBTB24,14921,-2.035851
RAX2,10881,-2.035889
LIAS,6892,-2.03629
NR1D2,8937,-2.036434
CLEC2B,2543,-2.036668
PER2,9649,-2.037053
UBE2K,14311,-2.037498
PPP6R3,10280,-2.037595
PER3,9650,-2.0376
MTFR1L,8297,-2.037789
HSF1,5838,-2.038254
GPNMB,5211,-2.039003
NDUFB10,8626,-2.039405
EPN3,4029,-2.039467
GSN,5349,-2.03982
MAGED1,7561,-2.040141
BCL3,1227,-2.0408
RPS4Y1,11399,-2.041718
MRPS21,8214,-2.041825
PBX3,9443,-2.042871
RBMX2,10937,-2.043047
UBA3,14278,-2.043587
RNF216,11226,-2.043745
SRP14,12733,-2.044152
CD33,2098,-2.044664
VSTM4,14652,-2.044731
FOXC1,4682,-2.044959
DROSHA,3623,-2.045096
TBX19,13219,-2.045896
NUDC,9042,-2.045934
CNPY1,2653,-2.046335
KRTAP5-6,6722,-2.046522
CHPF,2433,-2.047038
TTLL5,14183,-2.04771
SKIL,12008,-2.047723
UBQLN1,14349,-2.048071
CARMIL3,1825,-2.048388
KRT19,6672,-2.048941
HSPH1,5868,-2.049214
FBXO33,4484,-2.049485
TMEM218,13640,-2.050113
CCDC58,1969,-2.050584
CASP3,1846,-2.050965
PDCD5,9549,-2.05299
ODR4,9137,-2.053727
TMSB4Y,13757,-2.053876
MAP3K1,7623,-2.053909
TSC1,14076,-2.054159
RBM12,10901,-2.054954
RNF34,11236,-2.055467
TLL1,13474,-2.055502
CDH9,2186,-2.056754
SAMD8,11566,-2.056902
ZNF280A,15195,-2.057003
ZNF599,15400,-2.057589
IL1RAPL2,6041,-2.058263
GFM1,4964,-2.058385
TCEAL3,13237,-2.05934
STX18-AS1,12926,-2.059396
PPA1,10155,-2.060539
PCED1B,9500,-2.060573
DCLK2,3204,-2.061025
UGCG,14388,-2.061648
CLASP1,2512,-2.062175
B4GALNT1,1135,-2.062813
AP1B1,639,-2.063441
LOC105378663,7220,-2.063443
GPR180,5240,-2.063647
ZNF514,15329,-2.063964
EML1,3940,-2.064095
PDE12,9558,-2.06469
CCDC28B,1957,-2.064864
EXOC3L1,4135,-2.064943
SYT1,13050,-2.065465
ADRB2,300,-2.065653
GOLGA6L10,5148,-2.065693
ASCC3,912,-2.06626
L1TD1,6743,-2.066416
CCDC137,1920,-2.067362
LDHB,6839,-2.069034
GRB2,5292,-2.069054
APCS,677,-2.069184
MAST1,7703,-2.069296
FRG1JP,4723,-2.070361
UMOD,14407,-2.070386
NOS3,8875,-2.070538
USP11,14471,-2.070838
FRYL,4738,-2.070989
GMEB1,5083,-2.071121
GRPEL1,5334,-2.071568
PRDX1,10311,-2.071873
EFNB2,3793,-2.073259
CEP162,2298,-2.073761
GALNT6,4869,-2.073836
MASP2,7702,-2.074502
YWHAQ,14890,-2.074587
LOC100130691,7119,-2.074695
LOC344967,7246,-2.075197
PPM1K,10203,-2.076719
AP1S3,645,-2.077136
TXNDC11,14246,-2.077632
RHOJ,11101,-2.077828
SUSD2,12988,-2.077895
SLC25A5-AS1,12128,-2.078135
LRFN5,7363,-2.078598
DDX59,3280,-2.078835
RELN,10993,-2.079192
TMEM161B-AS1,13587,-2.079353
H2AFX,5434,-2.079618
KIAA2026,6512,-2.079723
TOR4A,13858,-2.080176
MGAT4A,7923,-2.080267
DNAJC12,3494,-2.080747
EI24,3817,-2.081582
CNIH4,2629,-2.082036
SLC29A3,12150,-2.082315
IFI44L,5946,-2.082362
FAH,4196,-2.083226
TMEM168,13593,-2.083776
APTR,710,-2.085204
HLA-DQB2,5691,-2.085628
FES,4536,-2.086132
KRTCAP2,6732,-2.086957
CPNE6,2830,-2.087067
PCDH12,9461,-2.087518
ADAMTS2,221,-2.088061
10-Sep,11789,-2.088369
RPAP3,11284,-2.088742
TMEM116,13542,-2.090658
SHANK2,11935,-2.090672
ACAP2,108,-2.091245
DSCC1,3627,-2.091247
RAP1B,10821,-2.091546
LOC100133050,7127,-2.091733
INAFM1,6081,-2.092233
BCL9L,1234,-2.092616
ANP32D,621,-2.093121
FLRT3,4635,-2.093529
PMS2P1,10024,-2.093655
SMDT1,12371,-2.093973
ATP5MD,1031,-2.093984
ELN,3902,-2.094179
DHRS12,3363,-2.094417
ZNF773,15522,-2.095477
LRP2,7374,-2.095477
SCCPDH,11629,-2.09575
SYT17,13058,-2.096756
RPL36AL,11340,-2.096932
PCBD2,9450,-2.097077
WSB1,14799,-2.097095
PCBD1,9449,-2.098407
CD247,2087,-2.098551
SCNN1B,11660,-2.098667
SLC47A1,12243,-2.099705
MSH3,8246,-2.099982
BAIAP3,1168,-2.101598
PLIN2,9963,-2.101748
DIRAS3,3408,-2.101917
KIAA0319L,6474,-2.102449
NMRAL1,8834,-2.103165
POTEF,10142,-2.103174
CCDC30,1959,-2.103418
LINC01146,7005,-2.10358
MRPS34,8226,-2.104
DGKQ,3348,-2.105095
TCEAL7,13241,-2.105127
SLC35F5,12194,-2.105285
MARK1,7694,-2.105291
TRPT1,14067,-2.105304
PALLD,9360,-2.105469
TBCK,13205,-2.106513
MYORG,8438,-2.106773
GPR149,5225,-2.107396
GALK2,4853,-2.108204
BBOX1,1188,-2.108631
ALG10,446,-2.109176
IQUB,6167,-2.109321
WFDC8,14764,-2.110144
MAN2C1,7599,-2.110746
LHX1,6886,-2.110917
TAP1,13129,-2.111037
C2orf92,1605,-2.111535
DDX19B,3255,-2.111602
C6orf203,1642,-2.112284
NID2,8758,-2.112316
ACVR1,188,-2.112439
IGSF23,6009,-2.1125
SELENOT,11754,-2.112608
ZBTB4,14930,-2.113552
ACSM1,155,-2.113644
CALCOCO2,1751,-2.113758
PBX1,9441,-2.114252
NRDE2,8963,-2.115998
MCF2L2,7750,-2.116217
TSTD3,14134,-2.116392
C19orf44,1506,-2.117176
PPP2CB,10249,-2.117405
FGFR2,4567,-2.117882
VMO1,14599,-2.118332
SPICE1,12646,-2.118386
UNC45A,14416,-2.118401
AGAP11,325,-2.118545
SH3BGR,11911,-2.119742
SDHA,11695,-2.120785
BAZ2B,1184,-2.120953
APOL5,698,-2.122096
PLCD4,9913,-2.122212
HHEX,5588,-2.122622
PTP4A2,10574,-2.123658
DDX31,3263,-2.124335
MAZ,7718,-2.124896
SMIM10,12379,-2.125336
TBL3,13212,-2.125706
SPDEF,12624,-2.125957
SP1,12576,-2.126363
ALDH6A1,439,-2.128077
MT1G,8272,-2.129671
GRPR,5336,-2.129779
RMND5A,11159,-2.132622
ISLR2,6196,-2.134738
MARK2,7695,-2.135865
CCDC191,1952,-2.135937
NAE1,8486,-2.135945
ZNF778,15527,-2.136183
NPPB,8917,-2.137796
AFF1,314,-2.138619
LRRC70,7427,-2.138916
TBC1D30,13187,-2.139353
FLVCR1-AS1,4641,-2.141228
ARID5A,811,-2.141328
MYEF2,8389,-2.141813
CEP95,2323,-2.141866
CLEC2D,2544,-2.142884
MAP3K14,7628,-2.143627
NAP1L4,8506,-2.14388
ELL2,3893,-2.144043
HEMK1,5551,-2.144279
SLC5A4,12264,-2.145122
S100A13,11529,-2.145126
RRBP1,11432,-2.145209
RNF2,11218,-2.145429
A2M,3,-2.145964
FMR1,4652,-2.146171
BCAP31,1201,-2.14663
NAA35,8465,-2.146688
RRAS,11430,-2.147664
GTF2E2,5375,-2.147896
NEXN,8711,-2.148232
FBLN7,4448,-2.148455
PIGX,9807,-2.14921
PLXNB2,10004,-2.14928
CEP250,2305,-2.15027
MBNL3,7732,-2.150746
PIGC,9792,-2.151092
NPRL2,8921,-2.151752
VPS4B,14630,-2.151768
PCMTD1,9513,-2.152633
IL13RA1,6026,-2.153355
SPDYE3,12627,-2.153425
IFT57,5977,-2.153824
ATG14,973,-2.154321
NPR2,8919,-2.154588
HPF1,5787,-2.15489
PDE7B,9577,-2.1553
NFYB,8741,-2.155912
SPIN1,12648,-2.156109
RPL3,11329,-2.158447
TRPS1,14066,-2.158525
FAM19A1,4303,-2.158573
TRMT13,14038,-2.158951
ACTR3B,181,-2.159005
IL2RB,6047,-2.159663
TMEM59,13705,-2.160154
NRXN1,8983,-2.160536
DGKD,3343,-2.160976
DUS4L,3654,-2.16175
RPL36A,11339,-2.161834
CLEC14A,2540,-2.162026
RAB12,10697,-2.162329
TMEM14C,13575,-2.162532
CEP97,2324,-2.162535
STK16,12873,-2.162727
SYDE2,13017,-2.162945
LITAF,7070,-2.162964
KLHL28,6599,-2.163268
C1QTNF6,1528,-2.16337
CYTOR,3133,-2.1634
HMGN2,5724,-2.164111
FAM86EP,4389,-2.165357
KLHDC1,6577,-2.165553
USP45,14506,-2.165749
PIK3R4,9821,-2.167213
HLA-DPA1,5687,-2.167515
NEU1,8697,-2.167746
P2RX4,9303,-2.168042
MIF,7968,-2.168398
NUDT6,9062,-2.16849
DTNBP1,3640,-2.168558
FNIP2,4667,-2.168901
PLXNB3,10005,-2.169053
KIAA1107,6487,-2.169549
ATP6V1D,1057,-2.169943
BRSK2,1377,-2.170033
DAAM2,3138,-2.170177
COG3,2689,-2.170627
CXADRP3,3052,-2.17108
CMTM6,2614,-2.171681
ZNF391,15253,-2.171774
HNRNPC,5748,-2.171976
SLC39A12,12217,-2.171985
RIMBP2,11120,-2.172397
GAPDH,4882,-2.172664
ZNF709,15479,-2.173035
BCL2L11,1223,-2.173237
LMOD1,7096,-2.173632
TXLNG,14242,-2.173719
PCDHA1,9470,-2.173745
CHMP7,2426,-2.174726
MYOM1,8436,-2.175017
PHPT1,9759,-2.175093
MGST2,7940,-2.175583
XPOT,14834,-2.175899
SLC29A4,12151,-2.17607
KCNC2,6350,-2.176626
AAED1,11,-2.177176
NPY1R,8929,-2.17724
NAPSB,8515,-2.177345
TRAF3,13925,-2.177867
SOAT1,12526,-2.178125
GDPD5,4950,-2.17866
TIAM2,13416,-2.179638
BABAM2,1151,-2.181108
ODC1,9132,-2.181738
TUBA4A,14202,-2.183252
SPTBN1,12698,-2.183914
CD226,2085,-2.184743
CHRM5,2443,-2.185044
ZRANB1,15595,-2.185663
SLC4A2,12249,-2.185834
TMEM59L,13706,-2.187279
RHOD,11098,-2.187473
NPRL3,8922,-2.188134
ZBTB18,14916,-2.188221
TRIM72,14017,-2.18867
RUBCNL,11498,-2.18873
7-Sep,11797,-2.188787
MRPL1,8154,-2.190491
GINS2,5016,-2.191045
ZMAT4,15080,-2.191524
EYA3,4162,-2.192286
EIF3F,3846,-2.192486
FSTL3,4747,-2.193567
TNNC2,13804,-2.193583
NOL7,8855,-2.193601
CCDC50,1966,-2.19509
ADARB1,234,-2.195502
AEBP1,306,-2.196477
CDC26,2142,-2.196939
SIMC1,11983,-2.197503
ZMYND11,15092,-2.19754
CTDSPL2,2985,-2.197815
APOM,701,-2.197912
PPP1R15A,10222,-2.198519
RASSF8,10877,-2.198789
TNFRSF25,13786,-2.199813
CIB1,2477,-2.200488
RAB3IL1,10732,-2.200754
EPB41,3994,-2.200779
SPAG16,12592,-2.201722
GNG13,5117,-2.201829
MICU2,7956,-2.202639
ZNF841,15564,-2.202785
MDM4,7788,-2.202902
RERG,11003,-2.202919
ZNF831,15560,-2.203998
NECAB3,8656,-2.204102
MSH6,8247,-2.204374
C5orf56,1634,-2.204852
SHISA4,11946,-2.205407
TUT1,14232,-2.205478
CTNNA1,2991,-2.205828
OR2AG2,9194,-2.206169
TTLL13P,14181,-2.206531
STAG2,12830,-2.207429
HBP1,5484,-2.207747
ZER1,15011,-2.208088
PIGZ,9808,-2.209497
DCAF4,3188,-2.21049
TDG,13278,-2.211396
DAD1,3147,-2.212681
RPF2,11288,-2.21277
ATP2C1,1020,-2.213457
MLXIP,8036,-2.213614
USHBP1,14467,-2.214179
SNX7,12523,-2.214933
USP53,14514,-2.215428
INTS10,6119,-2.216262
CENPO,2280,-2.216409
ZNF621,15416,-2.216448
GCC2,4920,-2.216489
TMEM35B,13684,-2.217333
RBM5,10929,-2.217382
SLC24A3,12085,-2.21811
ARMC8,846,-2.21812
PAIP1,9349,-2.218333
GLA,5037,-2.219354
ESD,4087,-2.220181
SNHG15,12452,-2.220469
MTCH2,8285,-2.221149
GEMIN4,4954,-2.221409
R3HDM4,10688,-2.221691
CFAP53,2348,-2.221837
POMP,10127,-2.222058
FAM19A2,4304,-2.222133
NDUFB9,8636,-2.222917
ARHGAP32,765,-2.223473
IAH1,5899,-2.22364
ZNF677,15454,-2.224567
FCGR2A,4513,-2.225416
NFU1,8737,-2.225794
PM20D2,10008,-2.226018
ARL6IP4,834,-2.227277
NFE2L2,8722,-2.227864
SLC25A4,12117,-2.228638
FANCL,4416,-2.229171
DBP,3173,-2.22919
RTP5,11494,-2.229826
COL5A2,2718,-2.229968
C4orf47,1623,-2.230477
PNKP,10034,-2.230594
CHRM2,2440,-2.230793
TRIM16L,13976,-2.230821
LOC101060391,7169,-2.230872
NKX2-3,8798,-2.23212
PIP4K2B,9838,-2.232965
STK4,12888,-2.233021
DIS3,3411,-2.233205
NAGK,8489,-2.234582
SLC5A2,12262,-2.234819
DET1,3329,-2.235183
RHOT1,11103,-2.235424
SLC9A5,12298,-2.236036
C9orf131,1673,-2.236419
SLC43A1,12232,-2.236586
TUBA3FP,14201,-2.236704
CCDC138,1921,-2.237223
EML4,3943,-2.237885
PLCG1,9915,-2.238067
ESRP2,4094,-2.239178
CPNE2,2826,-2.24013
C11orf21,1434,-2.241458
FABP7,4188,-2.242256
ZBED5,14904,-2.242441
KIAA1324L,6497,-2.242671
MRPS9,8232,-2.242862
LOC401320,7262,-2.242892
ATP8A1,1066,-2.24323
GCAT,4918,-2.244176
GATB,4905,-2.244756
GDF5OS,4942,-2.245061
NAA16,8461,-2.245104
LINC00476,6942,-2.245285
HNRNPR,5761,-2.245502
ERAL1,4038,-2.245561
PISD,9850,-2.24643
CCDC107,1902,-2.246627
ARIH1,813,-2.24805
ANKRD17,556,-2.248403
HPRT1,5792,-2.248669
TNNT3,13809,-2.249129
OSGEPL1,9263,-2.249185
KCNQ1OT1,6405,-2.250172
ZNF587,15391,-2.250453
FBL,4442,-2.251359
C14orf144,1467,-2.251546
PDHA1,9588,-2.251584
CCDC59,1970,-2.25215
MOK,8076,-2.253099
DDX56,3278,-2.253557
LOC105376805,7217,-2.253862
S100B,11537,-2.254237
MANF,7604,-2.254414
DUSP14,3659,-2.254917
HLA-DMB,5684,-2.255297
GMPPA,5089,-2.255665
RGS7BP,11074,-2.25612
MAP3K5,7635,-2.256329
THAP5,13376,-2.256427
RBFOX1,10893,-2.25674
HSPBAP1,5864,-2.256884
SECISBP2L,11739,-2.256986
ITPRIPL2,6248,-2.257718
DPH3P1,3580,-2.257849
ACD,118,-2.258369
C4orf3,1621,-2.258563
CHODL,2429,-2.259062
SART1,11586,-2.259345
C3,1606,-2.259574
ASIP,926,-2.259786
RARS2,10846,-2.260192
MYO10,8414,-2.261221
GSS,5354,-2.26129
OR2L8,9201,-2.26129
ASNSP1,932,-2.26136
PCDH20,9466,-2.262312
DKK4,3422,-2.262789
PLA2G12B,9884,-2.262834
TSPAN15,14104,-2.263154
DIAPH3,3394,-2.263746
TOMM6,13839,-2.264335
PIR,9848,-2.26527
ZNHIT1,15582,-2.266287
CMTM7,2615,-2.266581
ALDH3A2,435,-2.267155
GOLGA4,5145,-2.267244
GRM7,5330,-2.268022
PHACTR3,9716,-2.268316
TNFAIP8L2,13775,-2.269302
MUC5B,8346,-2.269406
NDNF,8590,-2.26972
ITGB1,6224,-2.269895
GSPT1,5351,-2.270518
SHC2,11941,-2.270774
HSPB6,5861,-2.271058
PHF19,9729,-2.272228
SIPA1L2,11989,-2.274194
MEIS2,7845,-2.274361
ZNF483,15308,-2.27464
NXPE3,9105,-2.274848
ERBIN,4044,-2.275012
CDV3,2243,-2.276107
ZNF765,15514,-2.276206
NDUFS7,8645,-2.276592
PUM2,10626,-2.276688
ISPD,6201,-2.277261
ZC3H12C,14953,-2.277358
TERF1,13310,-2.277929
ZNF570,15373,-2.279182
ZNF233,15166,-2.279183
RFC2,11021,-2.279664
KDSR,6459,-2.280808
CAMKK1,1777,-2.281095
GALNT15,4862,-2.282682
NDUFB2-AS1,8629,-2.282794
FAM49B,4361,-2.282936
PAPD7,9379,-2.283197
MYL6B,8404,-2.283513
SLC39A9,12225,-2.283574
SBNO1,11604,-2.283748
SPTBN4,12700,-2.283761
UAP1L1,14275,-2.283968
ZNF410,15262,-2.284528
L3MBTL4,6749,-2.285073
SFRP2,11871,-2.285078
PDZD8,9626,-2.285693
MYH3,8395,-2.285793
HNRNPD,5750,-2.286256
CCNI,2037,-2.286979
CCDC158,1937,-2.287561
DOK1,3560,-2.287629
TENM2,13305,-2.287957
SMYD3,12422,-2.288469
CAPRIN2,1806,-2.28895
PEX5,9668,-2.289124
MYLIP,8407,-2.289404
SNAPC3,12435,-2.289574
GTPBP4,5399,-2.289612
COMMD7,2744,-2.29046
OR3A1,9208,-2.290807
MKRN2,8015,-2.291401
LHX3,6888,-2.291859
LOC102723665,7200,-2.292505
METTL2B,7878,-2.292621
LOC102723753,7201,-2.293014
DPP6,3590,-2.293932
PDXDC2P-NPIPB14P,9618,-2.295481
COQ3,2772,-2.295872
CYP4V2,3118,-2.29643
TRIM61,14008,-2.296869
BDH2,1245,-2.296894
JAGN1,6262,-2.296946
VSTM2A,14649,-2.296995
VCL,14566,-2.297117
SIN3A,11984,-2.298571
SV2A,12997,-2.298622
PI4KAP2,9773,-2.298624
UBE2O,14319,-2.298766
RRAGD,11429,-2.300329
NHLRC4,8753,-2.301081
KTN1-AS1,6737,-2.302088
EXOG,4143,-2.302229
PURB,10629,-2.302582
SH3GLB2,11926,-2.302896
MIR124-2HG,7988,-2.303276
EPDR1,4006,-2.303807
GNAI1,5099,-2.303921
RCOR1,10964,-2.30456
BICD1,1278,-2.304624
GLMN,5056,-2.305118
SLC4A7,12252,-2.30558
GRIA2,5300,-2.305744
USP46-AS1,14508,-2.305995
TMC7,13510,-2.306788
GJB7,5028,-2.30863
OTUD7A,9284,-2.308662
DDX11L2,3251,-2.30869
PTPMT1,10578,-2.309046
CUL5,3035,-2.309054
GPN3,5210,-2.309239
TMEM196,13623,-2.309583
ESPNL,4092,-2.309675
MRPL39,8182,-2.309975
WFS1,14767,-2.310583
RHBDD1,11078,-2.310881
ACAP3,109,-2.310942
CEACAM19,2247,-2.310955
RABGGTA,10760,-2.311475
NEDD4,8662,-2.311475
TMED7,13525,-2.313063
PMEL,10010,-2.313664
NSUN5,9006,-2.314605
HPR,5791,-2.314628
SNAP23,12428,-2.31468
TNS1,13818,-2.314777
TMEM215,13637,-2.315178
TUSC3,14231,-2.315384
NDUFS4,8642,-2.315567
RGS1,11056,-2.31562
LINC00431,6936,-2.315838
ZFP36L2,15033,-2.31731
ADAMTS5,223,-2.31738
PDE6G,9574,-2.31749
GALNT9,4871,-2.318438
GFRA4,4973,-2.318574
RIT2,11146,-2.319303
DNAJB6,3488,-2.319986
FAM86C2P,4387,-2.32076
CAMLG,1781,-2.320813
SRP19,12735,-2.321039
C8orf74,1667,-2.322526
CHD6,2398,-2.323319
SUPT20H,12976,-2.323404
MT1L,8274,-2.325426
DUSP12,3658,-2.325852
VPS18,14612,-2.325865
TCEAL2,13236,-2.327744
PIN1P1,9829,-2.328824
ABHD17C,73,-2.329448
MYBPC3,8377,-2.330102
FUT9,4779,-2.330269
IQGAP1,6162,-2.330463
LRRTM2,7446,-2.330527
SUCO,12950,-2.330789
LYPD5,7511,-2.330803
RNF146,11198,-2.330862
ALDH7A1,440,-2.331077
SLC25A20,12099,-2.331202
TTC39B,14162,-2.331281
USF2,14464,-2.331342
GPR155,5229,-2.331551
RBM12B,10902,-2.332093
IFNAR2,5960,-2.332444
